Name,CreatedBy,CreatedOn,TypeName,Space,Description,ExtSystem,ExtObject,ExtIdentifier,SerialNumber,InstallationDate,WarrantyStartDate,TagNumber,BarCode,AssetIdentifier,Area,Length,,
424226,bill.east@us.army.mil,2013-12-30T08:57:55,Counter Top,1D35,M_Counter Top w Sink Hole: 600mm Depth,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,8d75d262-ddb2-47cb-83bf-e261f4621d68-00067922,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
424254,bill.east@us.army.mil,2013-12-30T08:57:55,Cabinet Type A6,1D31,M_Base Cabinet-Double Door & 2 Drawer: Type A6 -- 1200mm,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,8d75d262-ddb2-47cb-83bf-e261f4621d68-0006793e,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
424255,bill.east@us.army.mil,2013-12-30T08:57:55,Counter Top,1D31,M_Counter Top w Sink Hole: 600mm Depth,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,8d75d262-ddb2-47cb-83bf-e261f4621d68-0006793f,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
424493,bill.east@us.army.mil,2013-12-30T08:57:55,Counter Top,1B04,M_Counter Top w Sink Hole: 600mm Depth,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,8d75d262-ddb2-47cb-83bf-e261f4621d68-00067a2d,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
424614,bill.east@us.army.mil,2013-12-30T08:57:55,Counter Top,1B04,M_Counter Top w Sink Hole: 600mm Depth,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,8d75d262-ddb2-47cb-83bf-e261f4621d68-00067aa6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
424797,bill.east@us.army.mil,2013-12-30T08:57:55,Counter Top,1B04,M_Counter Top w Sink Hole: 600mm Depth,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,8d75d262-ddb2-47cb-83bf-e261f4621d68-00067b5d,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
425375,bill.east@us.army.mil,2013-12-30T08:57:55,Counter Top,2C16,M_Counter Top w Sink Hole: 600mm Depth,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,8d75d262-ddb2-47cb-83bf-e261f4621d68-00067d9f,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
425594,bill.east@us.army.mil,2013-12-30T08:57:55,Counter Top,2C14,M_Counter Top w Sink Hole: 600mm Depth,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,8d75d262-ddb2-47cb-83bf-e261f4621d68-00067e7a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
426210,bill.east@us.army.mil,2013-12-30T08:57:55,Cabinet Type A,2C12,M_Base Cabinet-Double Door & 2 Drawer: Type A -- 600mm,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,60ef98db-ad74-4061-9dc6-d6e3b70b2daf-000680e2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
426710,bill.east@us.army.mil,2013-12-30T08:57:55,Counter Top,2C09,M_Counter Top w Sink Hole: 600mm Depth,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,60ef98db-ad74-4061-9dc6-d6e3b70b2daf-000682d6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
426720,bill.east@us.army.mil,2013-12-30T08:57:55,Counter Top,2C06,M_Counter Top w Sink Hole: 600mm Depth,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,60ef98db-ad74-4061-9dc6-d6e3b70b2daf-000682e0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
426730,bill.east@us.army.mil,2013-12-30T08:57:55,Counter Top,2C04,M_Counter Top w Sink Hole: 600mm Depth,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,60ef98db-ad74-4061-9dc6-d6e3b70b2daf-000682ea,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
426738,bill.east@us.army.mil,2013-12-30T08:57:55,Counter Top,2C02,M_Counter Top w Sink Hole: 600mm Depth,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,60ef98db-ad74-4061-9dc6-d6e3b70b2daf-000682f2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
426746,bill.east@us.army.mil,2013-12-30T08:57:55,Counter Top,2A09,M_Counter Top w Sink Hole: 600mm Depth,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,60ef98db-ad74-4061-9dc6-d6e3b70b2daf-000682fa,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
426758,bill.east@us.army.mil,2013-12-30T08:57:55,Counter Top,2A08,M_Counter Top w Sink Hole: 600mm Depth,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,60ef98db-ad74-4061-9dc6-d6e3b70b2daf-00068306,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
426806,bill.east@us.army.mil,2013-12-30T08:57:55,Counter Top,2A07,M_Counter Top w Sink Hole: 600mm Depth,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,60ef98db-ad74-4061-9dc6-d6e3b70b2daf-00068336,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
426851,bill.east@us.army.mil,2013-12-30T08:57:55,Counter Top,2A06,M_Counter Top w Sink Hole: 600mm Depth,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,60ef98db-ad74-4061-9dc6-d6e3b70b2daf-00068363,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
COUNTER TOP-LAMINATED-19 W. x 445-13,bill.east@us.army.mil,2013-12-30T08:57:55,Equip-D9941,2A05,COUNTER TOP-LAMINATED-19 W. x 445,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,60ef98db-ad74-4061-9dc6-d6e3b70b2daf-0006839f,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
CABINET-ASSISTANT-DENTAL-MBl-810 x 560 x 460-01,bill.east@us.army.mil,2013-12-30T08:57:55,Equip-D9030,2A05,CABINET-ASSISTANT-DENTAL-MBl-810 x 560 x 460,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4eb2de81-d10d-4112-88b5-6bf55cdb7081-000e3f7e,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
CABINET-BASE-U/C-2DO-790 x 480 x 455-01,bill.east@us.army.mil,2013-12-30T08:57:55,Equip-D9787,2A05,CABINET-BASE-U/C-2DO-790 x 480 x 455,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,3e320d0c-b4dc-4712-8298-6570b9115860-000e5100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
CABINET-BASE-U/C-5DR-780 x 480 x 455-01,bill.east@us.army.mil,2013-12-30T08:57:55,Equip-D9693,2A05,CABINET-BASE-U/C-5DR-780 x 480 x 455,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,3e320d0c-b4dc-4712-8298-6570b9115860-000e5246,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
CABINET-BASE-U/C-2DR-2DO-790 x 480 x 460-01,bill.east@us.army.mil,2013-12-30T08:57:55,Equip-D9661,2A05,CABINET-BASE-U/C-2DR-2DO-790 x 480 x 460,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,3e320d0c-b4dc-4712-8298-6570b9115860-000e52b9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
CABINET-BASE-SINK-U/C-2DO-780 x 685 x 455-01,bill.east@us.army.mil,2013-12-30T08:57:55,Equip-D9836,2A05,CABINET-BASE-SINK-U/C-2DO-780 x 685 x 455,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,3e320d0c-b4dc-4712-8298-6570b9115860-000e5348,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
CABINET-W/H-2SDO-760 x 965 x 355-01,bill.east@us.army.mil,2013-12-30T08:57:55,Equip-D9400,2A05,CABINET-W/H-2SDO-760 x 965 x 355,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,84da0b65-1aa3-43e2-a184-a2bf20072084-000e5aee,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
BRACKET-TELEVISION-WALL MOUNTED-11,bill.east@us.army.mil,2013-12-30T08:57:56,Equip-A5220,2A05,BRACKET-TELEVISION-WALL MOUNTED,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,7681a401-b868-457a-8161-7fb01dd98a9a-000dcd86,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1C19,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1C19,1C18",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:221919,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-000362df,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1C16,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1C16,1C18",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:221992,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036328,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1C14,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1C14,1C18",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:222050,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036362,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1C12,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1C12,1CC3",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:222117,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-000363a5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1C18,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1C18,1CC3",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:222344,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036488,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1CC3,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type F,"Site,1CC3",M_Single-Flush:0915 x 2134mm Exterior:0915 x 2134mm Exterior:222415,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-000364cf,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1CS3,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type B,"1CC3,1CS3",M_Single-Flush:0915 x 2134mm Rated:0915 x 2134mm Rated:222571,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-0003656b,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1C09,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1C09,1CC2",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:222740,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036614,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1C08,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1C08,1CC2",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:222929,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-000366d1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1C05,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1C05,1CC2",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:223030,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036736,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1C04,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1C04,1CC1",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:223137,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-000367a1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1C06,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1C06,1CC2",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:223212,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-000367ec,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1C02,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1C02,1CC1",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:223301,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036845,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1C10,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1C10,1CC1",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:223378,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036892,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1C07,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1C07,1CC1",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:223429,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-000368c5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1CC1,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type B,"1AC3,1CC1",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:223457,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-000368e1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1A09,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1A09,1AC3",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:223504,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036910,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1A12,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1A12,1AC3",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:223667,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-000369b3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1A10,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1A10,1AC4",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:223704,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-000369d8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1A08,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1A08,1A16",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:223773,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036a1d,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1A11,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1A16,1A11",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:223840,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036a60,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1A07,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1A07,1AC5",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:223957,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036ad5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1A06,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1A06,1AC5",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:224018,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036b12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1A04,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1A04,1AC5",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:224077,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036b4d,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1A05,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1A05,1AC5",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:224146,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036b92,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1A03,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1A03,1AC5",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:224207,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036bcf,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1AC5,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1AC5,1AC1",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:224302,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036c2e,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1A15A,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1A15,1A16",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:224343,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036c57,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1A15,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1A15,1AC2",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:224424,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036ca8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1A13,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1A13,1AC4",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:224469,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036cd5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1AC4,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type B,"1AC4,1AC3",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:224561,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036d31,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1AC2,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type B,"1AC3,1AC2",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:224600,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036d58,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1D02,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1D02,1DC2",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:224653,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036d8d,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1DC2,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1DC1,1DC2",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:224873,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036e69,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1D05,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1D05,1DC3",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:224980,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036ed4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1D06,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1D06,1DC3",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:225051,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036f1b,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1D06A,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type B,"1D06,1D05",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:225128,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00036f68,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1D07,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1D07,1DC3",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:225305,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00037019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1D09,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1D09,1DC3",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:225472,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-000370c0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1D13,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1D13,1DC3",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:225517,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-000370ed,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1D11,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1D11,1DC3",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:225574,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00037126,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1D16,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1D16,1DC4",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:225637,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00037165,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1D14,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1D14,1D12",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:225680,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00037190,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1D12,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1D12,1DC3",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:225761,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-000371e1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
Door 1D10,danielle.r.love@usace.army.mil,2013-12-30T08:57:56,Door Type A,"1D10,1DC3",M_Single-Flush:0915 x 2134mm:0915 x 2134mm:225828,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,65f1d364-d1c2-41d4-bc60-4efe7fc47d6a-00037224,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
