Name,CreatedBy,CreatedOn,Category,ComponentNames,ExtSystem,ExtObject,ExtIdentifier,Description,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,F_851820,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_851822,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,A_851838,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_851840,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,B_851850,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_851852,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 851854,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,G1_851861,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,I_851867,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,H_851884,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_851888,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,K_851899,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_851903,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,J_851909,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_851911,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,S_851918,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_851920,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,U_851933,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,V_851935,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_851937,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,T_851946,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_851948,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,W_851967,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,X_851968,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_851971,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_851979,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Y_851984,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_851986,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Z_851993,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_851997,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,BB_852000,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_852002,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,AA_852009,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_852013,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,DD_852020,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,CC_852031,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Duct Fittings_852048,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,R_852128,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Q_852138,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,P_852149,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,O_852150,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_852154,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_852155,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_852164,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,M_852168,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_852172,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,N_852175,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_852177,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852179,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,L_852191,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_852197,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_852198,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_852204,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,CCC_852209,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_852211,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,JJJ_852235,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_852236,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,DDD_852257,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_852259,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,HVAC Ducts_852342,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852591,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852593,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852594,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852595,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852596,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852597,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852598,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852599,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852600,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852601,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852602,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852603,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852604,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 177,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852606,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852607,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852608,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852609,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852610,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852611,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852612,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852613,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852614,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852615,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
HVAC,bill.east@us.army.mil,2013-12-30T08:57:57,21-51 51 16: Air Distribution,Supply Diffuser 600 Face- 852616,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Mechanical.MechanicalSystem,8c770c23-0820-4a66-8dd9-174c48c89e53-000e1448,HVAC System Overall,,,,,,,,,,
