Name,CreatedBy,CreatedOn,Category,SpaceNames,ExtSystem,ExtObject,ExtIdentifier,Description,,,,,,,,,,
EROM,danielle.r.love@usace.army.mil,2014-01-03T06:03:48,Occupancy Zone,2B17,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5dd77f37-8362-413b-8d9d-3811157b9872,EROM Department,,,,,,,,,,
EROM,danielle.r.love@usace.army.mil,2014-01-03T06:03:48,Occupancy Zone,2B18,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5dd77f37-8362-413b-8d9d-3811157b9872,EROM Department,,,,,,,,,,
EROM,danielle.r.love@usace.army.mil,2014-01-03T06:03:48,Occupancy Zone,2B19,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5dd77f37-8362-413b-8d9d-3811157b9872,EROM Department,,,,,,,,,,
EROM,danielle.r.love@usace.army.mil,2014-01-03T06:03:48,Occupancy Zone,2B21,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5dd77f37-8362-413b-8d9d-3811157b9872,EROM Department,,,,,,,,,,
EROM,danielle.r.love@usace.army.mil,2014-01-03T06:03:48,Occupancy Zone,2B22,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5dd77f37-8362-413b-8d9d-3811157b9872,EROM Department,,,,,,,,,,
EROM,danielle.r.love@usace.army.mil,2014-01-03T06:03:48,Occupancy Zone,2B23,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5dd77f37-8362-413b-8d9d-3811157b9872,EROM Department,,,,,,,,,,
EROM,danielle.r.love@usace.army.mil,2014-01-03T06:03:48,Occupancy Zone,2B24,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5dd77f37-8362-413b-8d9d-3811157b9872,EROM Department,,,,,,,,,,
Flight Medicine,danielle.r.love@usace.army.mil,2014-01-03T06:04:25,Occupancy Zone,1C12,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,ec2bfd57-ec3e-429b-aff7-60b750bbba27,Flight Medicine Department,,,,,,,,,,
Flight Medicine,danielle.r.love@usace.army.mil,2014-01-03T06:04:25,Occupancy Zone,1C14,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,ec2bfd57-ec3e-429b-aff7-60b750bbba27,Flight Medicine Department,,,,,,,,,,
Flight Medicine,danielle.r.love@usace.army.mil,2014-01-03T06:04:25,Occupancy Zone,1C15,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,ec2bfd57-ec3e-429b-aff7-60b750bbba27,Flight Medicine Department,,,,,,,,,,
Flight Medicine,danielle.r.love@usace.army.mil,2014-01-03T06:04:25,Occupancy Zone,1C16,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,ec2bfd57-ec3e-429b-aff7-60b750bbba27,Flight Medicine Department,,,,,,,,,,
Flight Medicine,danielle.r.love@usace.army.mil,2014-01-03T06:04:25,Occupancy Zone,1C17,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,ec2bfd57-ec3e-429b-aff7-60b750bbba27,Flight Medicine Department,,,,,,,,,,
Flight Medicine,danielle.r.love@usace.army.mil,2014-01-03T06:04:25,Occupancy Zone,1C18,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,ec2bfd57-ec3e-429b-aff7-60b750bbba27,Flight Medicine Department,,,,,,,,,,
Flight Medicine,danielle.r.love@usace.army.mil,2014-01-03T06:04:25,Occupancy Zone,1C19,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,ec2bfd57-ec3e-429b-aff7-60b750bbba27,Flight Medicine Department,,,,,,,,,,
Housekeeping,danielle.r.love@usace.army.mil,2014-01-03T06:04:47,Occupancy Zone,1E01,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,969401ae-5438-4e78-93fe-58b42c3dc042,Housekeeping Department,,,,,,,,,,
Housekeeping,danielle.r.love@usace.army.mil,2014-01-03T06:04:47,Occupancy Zone,1E04,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,969401ae-5438-4e78-93fe-58b42c3dc042,Housekeeping Department,,,,,,,,,,
Housekeeping,danielle.r.love@usace.army.mil,2014-01-03T06:04:47,Occupancy Zone,1E29,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,969401ae-5438-4e78-93fe-58b42c3dc042,Housekeeping Department,,,,,,,,,,
Housekeeping,danielle.r.love@usace.army.mil,2014-01-03T06:04:47,Occupancy Zone,1E30,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,969401ae-5438-4e78-93fe-58b42c3dc042,Housekeeping Department,,,,,,,,,,
Housekeeping,danielle.r.love@usace.army.mil,2014-01-03T06:04:47,Occupancy Zone,1B12,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,969401ae-5438-4e78-93fe-58b42c3dc042,Housekeeping Department,,,,,,,,,,
Housekeeping,danielle.r.love@usace.army.mil,2014-01-03T06:04:47,Occupancy Zone,1B14,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,969401ae-5438-4e78-93fe-58b42c3dc042,Housekeeping Department,,,,,,,,,,
Housekeeping,danielle.r.love@usace.army.mil,2014-01-03T06:04:47,Occupancy Zone,1D01,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,969401ae-5438-4e78-93fe-58b42c3dc042,Housekeeping Department,,,,,,,,,,
Housekeeping,danielle.r.love@usace.army.mil,2014-01-03T06:04:47,Occupancy Zone,1D03,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,969401ae-5438-4e78-93fe-58b42c3dc042,Housekeeping Department,,,,,,,,,,
Housekeeping,danielle.r.love@usace.army.mil,2014-01-03T06:04:47,Occupancy Zone,1D37,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,969401ae-5438-4e78-93fe-58b42c3dc042,Housekeeping Department,,,,,,,,,,
Housekeeping,danielle.r.love@usace.army.mil,2014-01-03T06:04:47,Occupancy Zone,1D39,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,969401ae-5438-4e78-93fe-58b42c3dc042,Housekeeping Department,,,,,,,,,,
Housekeeping,danielle.r.love@usace.army.mil,2014-01-03T06:04:47,Occupancy Zone,2C11,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,969401ae-5438-4e78-93fe-58b42c3dc042,Housekeeping Department,,,,,,,,,,
Janitorial,danielle.r.love@usace.army.mil,2014-01-03T06:05:04,Occupancy Zone,1E03,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4587ddd4-e6d9-4d49-bb76-71960bfbc724,Janitorial Area,,,,,,,,,,
Janitorial,danielle.r.love@usace.army.mil,2014-01-03T06:05:04,Occupancy Zone,1E20,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4587ddd4-e6d9-4d49-bb76-71960bfbc724,Janitorial Area,,,,,,,,,,
Janitorial,danielle.r.love@usace.army.mil,2014-01-03T06:05:04,Occupancy Zone,1A11,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4587ddd4-e6d9-4d49-bb76-71960bfbc724,Janitorial Area,,,,,,,,,,
Janitorial,danielle.r.love@usace.army.mil,2014-01-03T06:05:04,Occupancy Zone,1B16,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4587ddd4-e6d9-4d49-bb76-71960bfbc724,Janitorial Area,,,,,,,,,,
Janitorial,danielle.r.love@usace.army.mil,2014-01-03T06:05:04,Occupancy Zone,1C03,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4587ddd4-e6d9-4d49-bb76-71960bfbc724,Janitorial Area,,,,,,,,,,
Janitorial,danielle.r.love@usace.army.mil,2014-01-03T06:05:04,Occupancy Zone,1C06,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4587ddd4-e6d9-4d49-bb76-71960bfbc724,Janitorial Area,,,,,,,,,,
Janitorial,danielle.r.love@usace.army.mil,2014-01-03T06:05:04,Occupancy Zone,1D17,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4587ddd4-e6d9-4d49-bb76-71960bfbc724,Janitorial Area,,,,,,,,,,
Janitorial,danielle.r.love@usace.army.mil,2014-01-03T06:05:04,Occupancy Zone,2B02,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4587ddd4-e6d9-4d49-bb76-71960bfbc724,Janitorial Area,,,,,,,,,,
Janitorial,danielle.r.love@usace.army.mil,2014-01-03T06:05:04,Occupancy Zone,2B20,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4587ddd4-e6d9-4d49-bb76-71960bfbc724,Janitorial Area,,,,,,,,,,
Janitorial,danielle.r.love@usace.army.mil,2014-01-03T06:05:04,Occupancy Zone,2B25,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4587ddd4-e6d9-4d49-bb76-71960bfbc724,Janitorial Area,,,,,,,,,,
Janitorial,danielle.r.love@usace.army.mil,2014-01-03T06:05:04,Occupancy Zone,2C05,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4587ddd4-e6d9-4d49-bb76-71960bfbc724,Janitorial Area,,,,,,,,,,
Janitorial,danielle.r.love@usace.army.mil,2014-01-03T06:05:04,Occupancy Zone,2C13,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4587ddd4-e6d9-4d49-bb76-71960bfbc724,Janitorial Area,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1E05,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1E06,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1E07,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1E08,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1E09,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1E10,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1E14,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1E17,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1E21,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1E22,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1E23,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1E24,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1E25,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1E26,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1E27,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1E28,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1E15A,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,1F02,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D01,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D02,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D03,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D04,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D04A,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D06,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D07,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D08,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D09,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D10,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D11,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D12,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D13,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D14,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D15,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D16,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D17,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D18,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D19,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D20,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Logistics,danielle.r.love@usace.army.mil,2014-01-03T06:05:23,Occupancy Zone,2D21,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5a6c556c-6daf-44b7-9524-3ababbda90c9,Logistics Department,,,,,,,,,,
Mechanical,danielle.r.love@usace.army.mil,2014-01-03T06:05:45,Occupancy Zone,1E02,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,6db93197-f051-4bac-8678-607d578c877d,Mechanical Area,,,,,,,,,,
Mechanical,danielle.r.love@usace.army.mil,2014-01-03T06:05:45,Occupancy Zone,1E15,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,6db93197-f051-4bac-8678-607d578c877d,Mechanical Area,,,,,,,,,,
Mechanical,danielle.r.love@usace.army.mil,2014-01-03T06:05:45,Occupancy Zone,1E19,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,6db93197-f051-4bac-8678-607d578c877d,Mechanical Area,,,,,,,,,,
Mechanical,danielle.r.love@usace.army.mil,2014-01-03T06:05:45,Occupancy Zone,1B21,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,6db93197-f051-4bac-8678-607d578c877d,Mechanical Area,,,,,,,,,,
Mechanical,danielle.r.love@usace.army.mil,2014-01-03T06:05:45,Occupancy Zone,1B23,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,6db93197-f051-4bac-8678-607d578c877d,Mechanical Area,,,,,,,,,,
Mechanical,danielle.r.love@usace.army.mil,2014-01-03T06:05:45,Occupancy Zone,1C11,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,6db93197-f051-4bac-8678-607d578c877d,Mechanical Area,,,,,,,,,,
Mechanical,danielle.r.love@usace.army.mil,2014-01-03T06:05:45,Occupancy Zone,1C13,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,6db93197-f051-4bac-8678-607d578c877d,Mechanical Area,,,,,,,,,,
Mechanical,danielle.r.love@usace.army.mil,2014-01-03T06:05:45,Occupancy Zone,1F01,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,6db93197-f051-4bac-8678-607d578c877d,Mechanical Area,,,,,,,,,,
Mechanical,danielle.r.love@usace.army.mil,2014-01-03T06:05:45,Occupancy Zone,2B12,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,6db93197-f051-4bac-8678-607d578c877d,Mechanical Area,,,,,,,,,,
Mechanical,danielle.r.love@usace.army.mil,2014-01-03T06:05:45,Occupancy Zone,2B13,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,6db93197-f051-4bac-8678-607d578c877d,Mechanical Area,,,,,,,,,,
Mechanical,danielle.r.love@usace.army.mil,2014-01-03T06:05:45,Occupancy Zone,2C15,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,6db93197-f051-4bac-8678-607d578c877d,Mechanical Area,,,,,,,,,,
Mechanical,danielle.r.love@usace.army.mil,2014-01-03T06:05:45,Occupancy Zone,2C18,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,6db93197-f051-4bac-8678-607d578c877d,Mechanical Area,,,,,,,,,,
Mechanical,danielle.r.love@usace.army.mil,2014-01-03T06:05:45,Occupancy Zone,2D05,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,6db93197-f051-4bac-8678-607d578c877d,Mechanical Area,,,,,,,,,,
Mental Health,danielle.r.love@usace.army.mil,2014-01-03T06:06:07,Occupancy Zone,2B01,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,eba0129f-ad59-4062-9a23-ae11491bf48b,Mental Health Department,,,,,,,,,,
Mental Health,danielle.r.love@usace.army.mil,2014-01-03T06:06:07,Occupancy Zone,2B03,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,eba0129f-ad59-4062-9a23-ae11491bf48b,Mental Health Department,,,,,,,,,,
Mental Health,danielle.r.love@usace.army.mil,2014-01-03T06:06:07,Occupancy Zone,2B04,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,eba0129f-ad59-4062-9a23-ae11491bf48b,Mental Health Department,,,,,,,,,,
