Name,CreatedBy,CreatedOn,Category,FloorName,Description,ExtSystem,ExtObject,ExtIdentifier,RoomTag,UsableHeight,GrossArea,NetArea,,,,,,
1C13,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,First Floor,COMM. ROOM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062ac3,n/a,2.4,11.8973,11.8973,,,,,,
1C14,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,First Floor,HIST. / INTV.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062ac6,n/a,2.4,8.1842,8.1842,,,,,,
1C15,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,First Floor,PES ADMIN. OFFICE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062ac9,n/a,2.4,15.3931,15.3931,,,,,,
1C16,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 31: Scanning/Imaging Room,First Floor,ECG TEST,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062acc,n/a,2.4,10.0079,10.0079,,,,,,
1C17,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,First Floor,CHIEF AERO MED.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062acf,n/a,2.4,9.9422,9.9422,,,,,,
1C18,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 14: Physical Examination Room,First Floor,PHYSICAL EXAM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062ad2,n/a,2.4,58.0301,58.0301,,,,,,
1C19,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 21 11: Equipment Room,First Floor,AUDIO,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062ad5,n/a,3,11.6268,11.6268,,,,,,
1C11,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 21 21: Electrical Room,First Floor,ELEC. CL.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062adb,n/a,4.57,0.7778,0.7778,,,,,,
1CS3,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 21 11: Stairway,First Floor,STAIR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062ae2,n/a,9.25,13.9094,13.9094,,,,,,
1E01,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,First Floor,HK EQUIP. STORAGE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062ae9,n/a,2.4,9.7252,9.7252,,,,,,
1E02,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 21 11: Equipment Room,First Floor,ELEV. EQUIP.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062af1,n/a,4.57,5.6755,5.6755,,,,,,
1E03,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,First Floor,JAN. CL.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062af4,n/a,2.4,3.97,3.97,,,,,,
1E04,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-51 11 21: Break Room,First Floor,HK BREAK ROOM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062af7,n/a,2.4,9.7354,9.7354,,,,,,
1E05,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,First Floor,CHIEF LOG OFFICE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062afa,n/a,2.4,9.9388,9.9388,,,,,,
1E06,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,First Floor,TECH. WORK STATION,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062afd,n/a,2.4,37.3792,37.3792,,,,,,
1E07,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-11 21 17: Conference Room,First Floor,CONF. LIBRARY,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b00,n/a,2.4,11.6309,11.6309,,,,,,
1E08,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,First Floor,SUPER,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b03,n/a,2.4,9.8642,9.8642,,,,,,
1E09,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 11 14 21: Restroom,First Floor,W. TOILET,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b06,n/a,2.4,5.0622,5.0622,,,,,,
1E10,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 11 14 21: Restroom,First Floor,M. TOILET,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b09,n/a,2.4,5.0622,5.0622,,,,,,
1E11,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-51 11 21: Break Room,First Floor,STAFF LOUNGE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b0c,n/a,2.4,14.5917,14.5917,,,,,,
1E12,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 11 14 21: Restroom,First Floor,ISOLATION TOILET,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b0f,n/a,2.7,5.2519,5.2519,,,,,,
1E14,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,First Floor,Medical Readiness,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b12,n/a,2.4,22.3553,22.3553,,,,,,
1E15,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 21 17: Mechanical Room,First Floor,Central Mechanical Room,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b19,n/a,3.35,28.9142,28.9142,,,,,,
1E16,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,First Floor,BMET WORK STATION,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b1c,n/a,2.6,49.5978,49.5978,,,,,,
1E17,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 41 24: Hazardous Material Storage Space,First Floor,HAZ. STOR.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b1f,n/a,2.7,9.7871,9.7871,,,,,,
1E18,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,First Floor,BIOMED MAINT. ADMIN.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b22,n/a,2.4,15.5543,15.5543,,,,,,
1E19,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 21 21: Electrical Room,First Floor,ELEC. ROOM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b25,n/a,4.57,9.6262,9.6262,,,,,,
1E20,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 41 14: Soiled Storage Room Space,First Floor,TRASH,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b28,n/a,2.4,8.9544,8.9544,,,,,,
1E21,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 41 24: Hazardous Material Storage Space,First Floor,Flammable Storage,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b2b,n/a,2.7,5.6645,5.6645,,,,,,
1E22,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,First Floor,SEC. STORAGE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b2e,n/a,2.7,6.2728,6.2728,,,,,,
1E23,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 21 11: Equipment Room,First Floor,BEE EQUIP. STORAGE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b31,n/a,2.7,8.7789,8.7789,,,,,,
1E24,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,First Floor,RECEIVING / STORAGE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b34,n/a,3.35,118.2955,118.2955,,,,,,
1E25,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,First Floor,ADP EQUIP SPACE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b37,n/a,2.4,11.3734,11.3734,,,,,,
1E26,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,First Floor,WORK ROOM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b3a,n/a,2.4,19.7143,19.7143,,,,,,
1E27,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,First Floor,BENCHSTOCK STORAGE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b3d,n/a,2.4,9.5126,9.5126,,,,,,
1E28,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,First Floor,FAC. MGR. OFFICE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b40,n/a,2.4,9.7383,9.7383,,,,,,
1E29,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,First Floor,HK. SUPV. OFFICE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b43,n/a,2.4,11.0301,11.0301,,,,,,
1E30,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 41 14: Soiled Storage Room Space,First Floor,SOIL. LIN.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b46,n/a,2.4,6.8783,6.8783,,,,,,
1E33,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,First Floor,ISOLATION INTERACTION STATION,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062b49,n/a,2.4,13.354,13.354,,,,,,
1EC1,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,First Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062c7d,n/a,2.4,54.6837,54.6837,,,,,,
1EC2,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,First Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062c84,n/a,2.4,7.9137,7.9137,,,,,,
1EC3,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,First Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062c87,n/a,2.4,8.7518,8.7518,,,,,,
1EC4,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,First Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062c8a,n/a,2.4,9.3057,9.3057,,,,,,
1BC1,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,First Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062cf1,n/a,2.4,5.6927,5.6927,,,,,,
1BC2,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,First Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062cf8,n/a,2.4,29.4368,29.4368,,,,,,
1BC3,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,First Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062cfb,n/a,2.4,13.4396,13.4396,,,,,,
1BC4,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,First Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062cfe,n/a,2.4,44.3648,44.3648,,,,,,
1B01,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-11 11 31: Reception Space,First Floor,RECEPTION,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062d04,n/a,2.6,9.4756,9.4756,,,,,,
1B02,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 11 14 21: Restroom,First Floor,SPECIMEN TOILET,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062d0b,n/a,2.4,5.5485,5.5485,,,,,,
1B03,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,First Floor,BLOOD DRAW,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062d0e,n/a,2.4,9.681,9.681,,,,,,
1B04,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 24 11: Laboratory,First Floor,LAB,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062d11,n/a,2.4,53.5882,53.5882,,,,,,
1B05,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 11 14 21: Restroom,First Floor,PAT. / STAFF TOILET,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062d14,n/a,2.4,4.7888,4.7888,,,,,,
1B06,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,First Floor,LAB OFFICE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062d17,n/a,2.4,10.4755,10.4755,,,,,,
1B07,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 11 41 11: Dressing Room,First Floor,DRESS,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062d1a,n/a,2.4,4.4214,4.4214,,,,,,
1B08,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,First Floor,CENT. STO.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062d1d,n/a,2.4,9.7671,9.7671,,,,,,
1B09,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 11 41 11: Dressing Room,First Floor,DRESS,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062d20,n/a,2.4,4.6461,4.6461,,,,,,
1B10,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-51 11 21: Break Room,First Floor,STAFF LOUNGE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062d23,n/a,2.4,10.2834,10.2834,,,,,,
1B11,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 11 14 21: Restroom,First Floor,STAFF TOILET,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062d26,n/a,2.4,4.994,4.994,,,,,,
1B12,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,First Floor,CLEAN SUP. & EQUIP.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062d29,n/a,2.4,3.9014,3.9014,,,,,,
1B13,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-11 11 31: Reception Space,First Floor,RECEPTION,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062d2c,n/a,2.4,22.5898,22.5898,,,,,,
1B14,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 41 14: Soiled Storage Room Space,First Floor,SOIL. UTL.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062d94,n/a,2.4,4.0358,4.0358,,,,,,
1B15,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 31: Scanning/Imaging Room,First Floor,FILM VIEW,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062d97,n/a,2.4,5.8371,5.8371,,,,,,
1B16,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,First Floor,JAN. CL.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062d9a,n/a,2.4,4.0358,4.0358,,,,,,
1B17,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,First Floor,TECH. WORK ROOM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062d9d,n/a,2.4,24.0437,24.0437,,,,,,
1B19,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,First Floor,RADIOGRAPHIC ROOM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062da0,n/a,3,29.9132,29.9132,,,,,,
1B21,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,First Floor,COMM. ROOM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062da8,n/a,4.57,9.8023,9.8023,,,,,,
1B23,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 21 21: Electrical Room,First Floor,ELEC. ROOM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062daf,n/a,4.57,9.883,9.883,,,,,,
1BS2,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 21 11: Stairway,First Floor,STAIR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00062db6,n/a,9.25,16.0319,16.0319,,,,,,
1A16,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,First Floor,PHARM. DISP.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-0006302c,n/a,2.4,67.5491,67.5491,,,,,,
1AS1,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 21 11: Stairway,First Floor,STAIR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-000630cb,n/a,9.25,14.0577,14.0577,,,,,,
1E15A,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 41 24: Hazardous Material Storage Space,First Floor,GAS STORAGE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-00063129,n/a,4.57,2.2894,2.2894,,,,,,
E1,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 21 31: Elevator Shaft,First Floor,ELEVATOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3dde7303-5414-4af6-b96b-591f33d44ad6-000631c0,n/a,9.25,4.3558,4.3558,,,,,,
2AC1,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,54aa3690-f82d-467f-859b-088fc36f5641-00063317,n/a,2.4,39.5583,39.5583,,,,,,
2AC2,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063374,n/a,2.4,15.0174,15.0174,,,,,,
2AC3,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063377,n/a,2.4,27.093,27.093,,,,,,
2AC4,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063a2e,n/a,2.4,14.3235,14.3235,,,,,,
2AC5,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063a31,n/a,2.4,9.1021,9.1021,,,,,,
2AS1,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 21 11: Stairway,Second Floor,STAIR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063a34,n/a,2.4,14.4483,14.4483,,,,,,
2A01,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-11 21 17: Conference Room,Second Floor,LIBRARY / CONF. ROOM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063a3d,n/a,2.7,26.331,26.331,,,,,,
2A02,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,SUPER OFFICE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063a44,n/a,2.4,10.8708,10.8708,,,,,,
2A03,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,SEC. OFFICE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063a47,n/a,2.4,16.0095,16.0095,,,,,,
2A04,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,DENTAL SURGEON OFFICE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063a4a,n/a,2.4,16.0139,16.0139,,,,,,
2A05,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,Second Floor,OH DTR 1,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063a4d,n/a,2.6,11.3331,11.3331,,,,,,
