Name,CreatedBy,CreatedOn,Category,SheetName,RowName,Value,Unit,ExtSystem,ExtObject,ExtIdentifier,Description,AllowedValues,,,,,,
DESCRIPTION,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture Y2,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999769,n/a,n/a,,,,,,
LAMPS - LUMENS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture Y2,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999763,n/a,n/a,,,,,,
LAMPS - NO.,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture Y2,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999759,n/a,n/a,,,,,,
LAMPS - TYPE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture Y2,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999804,n/a,n/a,,,,,,
LAMPS - WATTS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture Y2,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999761,n/a,n/a,,,,,,
Type Mark,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture Y2,Y2,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,-1001405,n/a,n/a,,,,,,
VOLTAGE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture Y2,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999767,n/a,n/a,,,,,,
CU @ RCR=1,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A2,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999765,n/a,n/a,,,,,,
DESCRIPTION,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A2,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999769,n/a,n/a,,,,,,
LAMPS - LUMENS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A2,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999763,n/a,n/a,,,,,,
LAMPS - NO.,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A2,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999759,n/a,n/a,,,,,,
LAMPS - TYPE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A2,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999804,n/a,n/a,,,,,,
LAMPS - WATTS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A2,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999761,n/a,n/a,,,,,,
Type Mark,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A2,A2,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,-1001405,n/a,n/a,,,,,,
VOLTAGE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A2,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999767,n/a,n/a,,,,,,
CU @ RCR=1,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A28,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999765,n/a,n/a,,,,,,
DESCRIPTION,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A28,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999769,n/a,n/a,,,,,,
LAMPS - LUMENS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A28,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999763,n/a,n/a,,,,,,
LAMPS - NO.,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A28,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999759,n/a,n/a,,,,,,
LAMPS - TYPE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A28,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999804,n/a,n/a,,,,,,
LAMPS - WATTS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A28,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999761,n/a,n/a,,,,,,
Type Mark,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A28,A28,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,-1001405,n/a,n/a,,,,,,
VOLTAGE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A28,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999767,n/a,n/a,,,,,,
CU @ RCR=1,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A2B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999765,n/a,n/a,,,,,,
DESCRIPTION,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A2B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999769,n/a,n/a,,,,,,
LAMPS - LUMENS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A2B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999763,n/a,n/a,,,,,,
LAMPS - NO.,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A2B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999759,n/a,n/a,,,,,,
LAMPS - TYPE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A2B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999804,n/a,n/a,,,,,,
LAMPS - WATTS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A2B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999761,n/a,n/a,,,,,,
Type Mark,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A2B,A2B,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,-1001405,n/a,n/a,,,,,,
VOLTAGE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture A2B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999767,n/a,n/a,,,,,,
CU @ RCR=1,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999765,n/a,n/a,,,,,,
DESCRIPTION,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999769,n/a,n/a,,,,,,
LAMPS - LUMENS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999763,n/a,n/a,,,,,,
LAMPS - NO.,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999759,n/a,n/a,,,,,,
LAMPS - TYPE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999804,n/a,n/a,,,,,,
LAMPS - WATTS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999761,n/a,n/a,,,,,,
Type Mark,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1,B1,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,-1001405,n/a,n/a,,,,,,
VOLTAGE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999767,n/a,n/a,,,,,,
CU @ RCR=1,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B18,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999765,n/a,n/a,,,,,,
DESCRIPTION,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B18,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999769,n/a,n/a,,,,,,
LAMPS - LUMENS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B18,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999763,n/a,n/a,,,,,,
LAMPS - NO.,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B18,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999759,n/a,n/a,,,,,,
LAMPS - TYPE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B18,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999804,n/a,n/a,,,,,,
LAMPS - WATTS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B18,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999761,n/a,n/a,,,,,,
Type Mark,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B18,B18,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,-1001405,n/a,n/a,,,,,,
VOLTAGE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B18,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999767,n/a,n/a,,,,,,
CU @ RCR=1,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999765,n/a,n/a,,,,,,
DESCRIPTION,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999769,n/a,n/a,,,,,,
LAMPS - LUMENS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999763,n/a,n/a,,,,,,
LAMPS - NO.,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999759,n/a,n/a,,,,,,
LAMPS - TYPE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999804,n/a,n/a,,,,,,
LAMPS - WATTS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999761,n/a,n/a,,,,,,
Type Mark,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1B,B1B,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,-1001405,n/a,n/a,,,,,,
VOLTAGE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999767,n/a,n/a,,,,,,
CU @ RCR=1,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1D,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999765,n/a,n/a,,,,,,
DESCRIPTION,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1D,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999769,n/a,n/a,,,,,,
LAMPS - LUMENS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1D,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999763,n/a,n/a,,,,,,
LAMPS - NO.,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1D,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999759,n/a,n/a,,,,,,
LAMPS - TYPE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1D,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999804,n/a,n/a,,,,,,
LAMPS - WATTS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1D,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999761,n/a,n/a,,,,,,
Type Mark,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1D,B1D,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,-1001405,n/a,n/a,,,,,,
VOLTAGE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B1D,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999767,n/a,n/a,,,,,,
CU @ RCR=1,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999765,n/a,n/a,,,,,,
DESCRIPTION,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999769,n/a,n/a,,,,,,
LAMPS - LUMENS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999763,n/a,n/a,,,,,,
LAMPS - NO.,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999759,n/a,n/a,,,,,,
LAMPS - TYPE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999804,n/a,n/a,,,,,,
LAMPS - WATTS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999761,n/a,n/a,,,,,,
Type Mark,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3B,B3B,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,-1001405,n/a,n/a,,,,,,
VOLTAGE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3B,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999767,n/a,n/a,,,,,,
CU @ RCR=1,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3D,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999765,n/a,n/a,,,,,,
DESCRIPTION,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3D,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999769,n/a,n/a,,,,,,
LAMPS - LUMENS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3D,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999763,n/a,n/a,,,,,,
LAMPS - NO.,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3D,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999759,n/a,n/a,,,,,,
LAMPS - TYPE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3D,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999804,n/a,n/a,,,,,,
LAMPS - WATTS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3D,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999761,n/a,n/a,,,,,,
Type Mark,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3D,B3D,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,-1001405,n/a,n/a,,,,,,
VOLTAGE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3D,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999767,n/a,n/a,,,,,,
CU @ RCR=1,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3BD,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999765,n/a,n/a,,,,,,
DESCRIPTION,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3BD,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999769,n/a,n/a,,,,,,
LAMPS - LUMENS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3BD,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999763,n/a,n/a,,,,,,
LAMPS - NO.,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3BD,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999759,n/a,n/a,,,,,,
LAMPS - TYPE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3BD,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999804,n/a,n/a,,,,,,
LAMPS - WATTS,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3BD,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999761,n/a,n/a,,,,,,
Type Mark,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3BD,B3DB,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,-1001405,n/a,n/a,,,,,,
VOLTAGE,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Light Fixture B3BD,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,999767,n/a,n/a,,,,,,
CW,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Pump- Hot Water,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941686,n/a,n/a,,,,,,
HW,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Pump- Hot Water,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941688,n/a,n/a,,,,,,
Remarks,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Pump- Hot Water,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941737,n/a,n/a,,,,,,
W,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,Pump- Hot Water,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941690,n/a,n/a,,,,,,
CW,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 150 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941686,n/a,n/a,,,,,,
HW,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 150 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941688,n/a,n/a,,,,,,
Remarks,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 150 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941737,n/a,n/a,,,,,,
W,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 150 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941690,n/a,n/a,,,,,,
CW,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 200 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941686,n/a,n/a,,,,,,
HW,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 200 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941688,n/a,n/a,,,,,,
Remarks,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 200 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941737,n/a,n/a,,,,,,
W,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 200 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941690,n/a,n/a,,,,,,
CW,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 250 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941686,n/a,n/a,,,,,,
HW,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 250 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941688,n/a,n/a,,,,,,
Remarks,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 250 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941737,n/a,n/a,,,,,,
W,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 250 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941690,n/a,n/a,,,,,,
CW,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 300 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941686,n/a,n/a,,,,,,
HW,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 300 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941688,n/a,n/a,,,,,,
Remarks,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 300 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941737,n/a,n/a,,,,,,
W,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 300 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941690,n/a,n/a,,,,,,
CW,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 350 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941686,n/a,n/a,,,,,,
HW,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 350 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941688,n/a,n/a,,,,,,
Remarks,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 350 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941737,n/a,n/a,,,,,,
W,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,Approved,Type,VAV 350 mm,n/a,n/a,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Parameter,941690,n/a,n/a,,,,,,
