Name,CreatedBy,CreatedOn,Category,SheetName,RowName,CoordinateXAxis,CoordinateYAxis,CoordinateZAxis,ExtSystem,ExtObject,ExtIdentifier,ClockwiseRotation,ElevationalRotation,YawRotation,,,,
953_863042_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,953_863042,-74.75057,139.57585,16.44636,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
953_863042_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,953_863042,-74.55787,139.80502,16.82136,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
954_863044_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,954_863044,-70.45579,136.28761,16.44636,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
954_863044_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,954_863044,-70.22662,136.48032,16.82136,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
955_863046_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,955_863046,-74.75057,144.49711,16.44636,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
955_863046_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,955_863046,-74.55787,144.72628,16.82136,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
956_863047_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,956_863047,-66.58387,140.23202,16.44636,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
956_863047_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,956_863047,-66.39116,140.46119,16.82136,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
957_863049_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,957_863049,-71.17758,147.36114,16.44636,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
957_863049_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,957_863049,-70.94841,147.55385,16.82136,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
958_863050_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,958_863050,-66.58387,119.6687,16.44636,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
958_863050_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,958_863050,-66.39116,119.89787,16.82136,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
959_863052_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,959_863052,-66.3385,119.34062,16.44636,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
959_863052_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,959_863052,-66.14579,119.56978,16.82136,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
960_863054_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,960_863054,-66.3385,117.68397,16.44636,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
960_863054_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,960_863054,-66.14579,117.91314,16.82136,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
961_863055_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,961_863055,-99.03191,147.60651,16.44636,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
961_863055_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,961_863055,-98.80274,147.79922,16.82136,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
962_863057_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,962_863057,-73.47416,147.60651,16.44636,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
962_863057_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,962_863057,-73.245,147.79922,16.82136,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
963_863058_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,963_863058,-139.74713,147.47269,16.44636,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
963_863058_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,963_863058,-139.51796,147.6654,16.82136,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
538_985595_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:57:57,Box-lowerleft,Component,538_985595,-19.74712,161.04281,14.81635,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
538_985595_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:57:57,Box-upperright,Component,538_985595,-19.51795,161.41781,15.00906,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
903632_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,903632,-20.6038,155.81804,14.99344,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
903632_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,903632,-18.63505,162.78865,19.71526,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
906905_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,906905,-22.61274,157.65117,14.9889,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
906905_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,906905,-21.02243,159.24147,17.82677,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
906962_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,906962,-18.54449,156.2076,14.9889,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
906962_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,906962,-16.95419,157.7979,17.82677,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
940326_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,940326,-24.39629,160.28851,17.94619,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
940326_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,940326,-23.74013,161.98471,19.33399,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
906175_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,906175,-14.20728,155.83477,18.9335,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
906175_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,906175,-14.00919,155.95465,19.05363,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
913568_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,913568,-103.64173,74.28182,3,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
913568_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:57:58,Box-upperright,Component,913568,-102.14173,74.7607,5,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
913603_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,913603,-103.85827,133.51411,3,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
913603_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:57:58,Box-upperright,Component,913603,-102.35827,133.99299,5,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1_861198_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,1_861198,-163.17233,174.57357,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1_861198_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,1_861198,-162.94316,174.76628,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
2_861200_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,2_861200,-154.97023,174.57357,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
2_861200_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,2_861200,-154.74106,174.76628,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
3_861201_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,3_861201,-144.14345,174.57357,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
3_861201_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,3_861201,-143.91429,174.76628,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
4_861202_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,4_861202,-133.01103,178.49434,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
4_861202_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,4_861202,-132.81832,178.72351,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
5_861204_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,5_861204,-126.45973,178.17803,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
5_861204_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,5_861204,-126.23056,178.37074,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
6_861206_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,6_861206,-133.01103,170.45628,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
6_861206_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,6_861206,-132.81832,170.68545,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
7_861208_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,7_861208,-149.72088,160.97519,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
7_861208_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,7_861208,-149.49172,161.1679,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
8_861210_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,8_861210,-160.21576,151.06652,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
8_861210_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,8_861210,-160.02305,151.29569,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
9_861212_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,9_861212,-159.23532,147.01452,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
9_861212_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,9_861212,-159.00615,147.20723,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10_861214_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,10_861214,-133.01103,157.00484,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10_861214_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,10_861214,-132.81832,157.23401,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
11_861216_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,11_861216,-133.01103,138.5916,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
11_861216_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,11_861216,-132.81832,138.82077,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
12_861217_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,12_861217,-134.1697,133.86233,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
12_861217_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,12_861217,-133.94053,134.05504,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
13_861219_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,13_861219,-158.90723,114.33735,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
13_861219_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,13_861219,-158.67807,114.53006,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
14_861221_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,14_861221,-146.11196,114.33735,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
14_861221_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,14_861221,-145.88279,114.53006,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
15_861223_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,15_861223,-138.17233,114.33735,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
15_861223_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,15_861223,-137.94316,114.53006,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
16_861224_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,16_861224,-126.80438,119.6687,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
16_861224_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,16_861224,-126.61167,119.89787,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
17_861226_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,17_861226,-118.69673,123.54436,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
17_861226_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,17_861226,-118.50402,123.77352,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
18_861228_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,18_861228,-114.32062,127.36626,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
18_861228_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,18_861228,-114.09145,127.55897,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
19_861230_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,19_861230,-103.95317,127.36626,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
19_861230_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,19_861230,-103.724,127.55897,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
20_861231_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,20_861231,-95.71826,127.36626,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
20_861231_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,20_861231,-95.48909,127.55897,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
21_861232_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,21_861232,-85.98675,116.37164,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
21_861232_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,21_861232,-85.79405,116.6008,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
22_861234_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,22_861234,-79.72433,120.0624,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
22_861234_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,22_861234,-79.53162,120.29157,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
23_861236_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,23_861236,-68.88099,133.38333,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
23_861236_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,23_861236,-68.65182,133.57603,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
24_861238_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,24_861238,-73.40855,133.62869,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
24_861238_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,24_861238,-73.17938,133.8214,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
25_861240_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,25_861240,-81.93873,133.62869,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
25_861240_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,25_861240,-81.70956,133.8214,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
26_861241_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,26_861241,-91.9781,133.62869,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
26_861241_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,26_861241,-91.74893,133.8214,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
27_861243_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,27_861243,-99.7865,133.62869,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
27_861243_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,27_861243,-99.55733,133.8214,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
28_861244_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,28_861244,-112.48335,133.62869,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
28_861244_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,28_861244,-112.25418,133.8214,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
29_861245_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,29_861245,-120.55422,133.62869,3.74951,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
29_861245_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,29_861245,-120.32505,133.8214,4.12451,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
